Name,Year,Sex,Sire,Dam,Trainer,"Flat rating","Diff Flat","Flat Clltrl","AWT rating","Diff AWT","AWT Clltrl","Chase rating","Diff Chase","Chase Clltrl","Hurdle rating","Diff Hurdle","Hurdle Clltrl"
"ALAPHILIPPE (IRE)",2014,GELDING,"MOROZOV (USA)","OSCAR BIRD (IRE)","Mrs A. Slatter",,,,,,,125,,,,,
"ALARMING (GB)",2023,FILLY,"A'ALI (IRE)","HOOPMALASSIE (USA)","Ralph Beckett",92,,,,,,,,,,,
"ALASHOS (FR)",2022,GELDING,"SHOWCASING (GB)","EXCEED LOOSE (GB)","Chris Gordon",57,,,,,,,,,,,
"ALASKAN LIGHT (IRE)",2023,FILLY,"KODIAC (GB)","LUMINOUS GOLD (GB)",,67,,,,,,,,,,,
"ALASRAE (GB)",2023,GELDING,"HAVANA GREY (GB)","UP TO SPEED (GB)",,80,,,,,,,,,,,
"ALAZWAR (IRE)",2018,GELDING,"AWTAAD (IRE)","VENETIAN BEAUTY (USA)","Archie Watson",59,,,,,,,,,,,
"ALBA CRUS (IRE)",2021,GELDING,"JIMMY TWO TIMES (FR)","KOLOSSEUM (GER)","Warren Greatrex",,,,,,,98,,,98,,
"ALBA GU BRATH (GB)",2023,GELDING,"STUDY OF MAN (IRE)","ALEA IACTA (GB)","Charlie Johnston",74,,,,,,,,,,,
"ALBANY (GB)",2020,FILLY,"LOPE DE VEGA (IRE)","ALYSSA (GB)",,92,,,,,,,,,,,
"ALBASHEER (IRE)",2018,GELDING,"SHAMARDAL (USA)","MUTEBAH (IRE)",,94,,,,,,,,,,,
"ALBAYDAA (IRE)",2023,FILLY,"PINATUBO (IRE)","MANAAJIM (IRE)","William Haggas",89,,,,,,,,,,,
"ALBEGONE (GB)",2018,GELDING,"ALHEBAYEB (IRE)","PACNGO (GB)","Tim Easterby",56,,,,,,,,,,,
"ALBEMAGIC (GB)",2023,GELDING,"AL KAZEEM (GB)","MAGIC DESTINY (GB)","Steph Hollinshead",71,,,,,,,,,,,
"ALBERT CEE (FR)",2020,GELDING,"ACLAIM (IRE)","ALZAHRA (GB)","P. Charalambous & J. Clutterbuck",63,,,,,,,,,,,
"ALBERT PARK (IRE)",2020,GELDING,"CAMELOT (GB)","WANNABE SPECIAL (GB)",,,,,,,,,,,77,,
"ALBERTINI STAR (IRE)",2023,FILLY,"ACCLAMATION (GB)","HEROIC STAR (IRE)","Alan King",63,,,,,,,,,,,
"ALBERTS BAY (IRE)",2017,GELDING,"LEADING LIGHT (IRE)","MY VIKING BAY (IRE)","Jackie du Plessis",,,,,,,,,,83,,
"ALBESEEINGYER (GB)",2019,FILLY,"AL KAZEEM (GB)","MAGIC DESTINY (GB)","Steph Hollinshead",66,,,,,,,,,,,
"ALBEYOURS (GB)",2021,FILLY,"AL KAZEEM (GB)","INAMINUTE (IRE)","Steph Hollinshead",52,-1,,,,,,,,,,
"ALBUS ANNE (GB)",2019,FILLY,"MAYSON (GB)","ASMAHAN (GB)","Jimmy Fox",68,,,,,,,,,,,
"ALCANZOR (IRE)",2023,GELDING,"ALMANZOR (FR)","RONDINE (FR)","Tim Easterby",44,-1,,,,,,,,,,
"ALCARATH (IRE)",2022,GELDING,"ACCLAMATION (GB)","PELLUCID (GB)","Alan King",90,,,,,,,,,,,
"ALCARAZ (FR)",2019,GELDING,"INTELLO (GER)","TERRE (FR)","George Baker",80,,,,,,,,,,,
"ALCEDO (IRE)",2018,GELDING,"VADAMOS (FR)","DELIZIOSA (IRE)","Venetia Williams",,,,,,,125,,,,,
"ALDERLEY CHARLIE (GB)",2020,GELDING,"ASK (GB)","ALDERLEY HEIGHTS (GB)","Polly Gundry",,,,,,,70,,,70,,
"ALDERMAN (GB)",2023,COLT,"STUDY OF MAN (IRE)","ALAGAPPA (GB)","Richard Hannon",106,,,,,,,,,,,
"ALEATRIX (GB)",2023,FILLY,"STUDY OF MAN (IRE)","ALABELLE (GB)","Ralph Beckett",87,,,,,,,,,,,
"ALEEN (GB)",2023,FILLY,"STUDY OF MAN (IRE)","ALUMNA (USA)","Sir Mark Prescott Bt",73,,,,,,,,,,,
"ALEMBIC (GB)",2023,GELDING,"STUDY OF MAN (IRE)","ALVARITA (GB)","Sir Mark Prescott Bt",56,,,,,,,,,,,
"ALENTEJO (FR)",2019,GELDING,"SAINT DES SAINTS (FR)","AUBANA CELESTE (FR)","Nicky Henderson",,,,,,,,,,126,,
"ALEPPO PEPPER (IRE)",2022,FILLY,"APPROVE (IRE)","CHEWOREE (GB)","John Ryan",59,,,,,,,,,,,
"ALESSIA FERNANDA (IRE)",2020,FILLY,"STARSPANGLEDBANNER (AUS)","COLOUR BRIGHT (IRE)","Declan Carroll",71,,,,,,,,,,,
"ALEX THE GREAT (IRE)",2020,GELDING,"CAMELOT (GB)","MOONRISE LANDING (IRE)","Tony Carroll",44,,,,,,,,,71,,
"ALEXEI (GER)",2020,GELDING,"TAI CHI (GER)","ANDROMEDA (GER)","Joe Tizzard",,,,,,,,,,158,,
"ALFA DUPLICATE (IRE)",2023,FILLY,"KODIAC (GB)","LADY OF ACCLAIM (IRE)","Ivan Furtado",75,,,,,,,,,,,
"ALFA KELLENIC (GB)",2021,FILLY,"HAVANA GREY (GB)","SILHUETTE (IRE)","Ivan Furtado",95,,,,,,,,,,,
"ALFA PATISSERIE (IRE)",2023,FILLY,"KODI BEAR (IRE)","PUFF PASTRY (GB)",,63,,,,,,,,,,,
"ALFA SEA BREEZE (IRE)",2022,FILLY,"DANDY MAN (IRE)","TEXAS QUEEN (GB)",,55,,,,,,,,,,,
"ALFA WHITEBURD (IRE)",2021,GELDING,"COTAI GLORY (GB)","SUAIMHNEACH (IRE)","Ivan Furtado",85,,,,,,,,,,,
"ALFARAZ (GB)",2023,COLT,"NATHANIEL (IRE)","SEQUILLA (FR)",,93,,,,,,,,,,,
"ALFEY MOON (GB)",2024,COLT,"LOPE Y FERNANDEZ (IRE)","DANGEROUS MOONLITE (IRE)",,65,,,,,,,,,,,
"ALFIE D (GB)",2022,GELDING,"TIME TEST (GB)","PADELLA (IRE)",,60,,,,,,,,,,,
"ALFRED BOUCHER (GB)",2016,GELDING,"AUSSIE RULES (USA)","POLICY TERM (IRE)","Owen Burrows",88,,,,,,,,,,,
"ALFRED SPERO (GB)",2022,GELDING,"GOLDEN HORN (GB)","SCALA REGIA (FR)","Cynthia Woods",57,,,,,,,,,,,
"ALFRED WALLACE (GB)",2024,COLT,"DUBAWI (IRE)","SNOW LANTERN (GB)","Ed Walker",105,,,,,,,,,,,
"ALFRED WINCHAM (IRE)",2022,GELDING,"DUBAWI (IRE)","LINDA RADLETT (IRE)","Patrick Neville",80,,,,,,,,,,,
"ALI STAR BERT (GB)",2016,GELDING,"PHOENIX REACH (IRE)","CLUMBER PURSUITS (GB)",,,,,,,,103,,,,,
"ALIBEY (GB)",2022,FILLY,"GOLDEN HORN (GB)","CRIMSON ROSETTE (IRE)","Dylan Cunha",69,,,,,,,,,105,,
"ALICE DE CLARE (IRE)",2023,FILLY,"SPACE BLUES (IRE)","ELEGANT MAXIME (FR)","James Fanshawe",75,+3,,,,,,,,,,
"ALICE ROCKS (GB)",2024,FILLY,"KAMEKO (USA)","ALICE'S DANCER (IRE)","George Baker",45,,,,,,,,,,,
"ALICE'S INFLUENCE (GB)",2023,FILLY,"MASSAAT (IRE)","CEEDWELL (GB)","David Evans",50,-1,,,,,,,,,,
"ALIDAM (FR)",2021,GELDING,"GREAT PRETENDER (IRE)","ASTARADAME (FR)",,,,,,,,,,,94,,
"ALIEN STORM (IRE)",2018,GELDING,"GETAWAY (GER)","MISSUSAN (IRE)","Charlie Longsdon",,,,,,,132,,,123,,
"ALIGN THE STARS (IRE)",2021,GELDING,"SEA THE STARS (IRE)","KITCARA (GB)","Charlie Johnston",101,,,,,,,,,,,
"ALJEZUR (IRE)",2021,GELDING,"GALILEO GOLD (GB)","LADY MEGA (IRE)",,47,,,,,,,,,,,
"ALJOON (IRE)",2024,COLT,"CALYX (GB)","HIEROGLYPHIC (GB)","Jack Jones",73,new,,,,,,,,,,
"ALKAIOS (GB)",2023,GELDING,"TIME TEST (GB)","WINGINGIT (IRE)","Steph Hollinshead",56,,,,,,,,,,,
"ALKUMATIC JO JO (IRE)",2023,FILLY,"ALKUMAIT (GB)","APPROACHABLE (IRE)","Ivan Furtado",65,+1,,,,,,,,,,
"ALKUWARRIOR (IRE)",2023,GELDING,"ALKUMAIT (GB)","ELEGANT PEACE (IRE)","Christopher Mason",71,,,,,,,,,,,
"ALL ABOUT GEORGE (GB)",2022,GELDING,"TASLEET (GB)","ROSHINA (IRE)","Keiran Burke",45,-1,,,,,,,,,,
"ALL AUTHORIZED (FR)",2019,GELDING,"AUTHORIZED (IRE)","POLYSHEBA (FR)",,,,,,,,83,,,88,,
"ALL GOOD (GB)",2023,FILLY,"TASLEET (GB)","MYTHICAL SPIRIT (IRE)","Julie Camacho",69,,,,,,,,,,,
"ALL IN YOU (FR)",2020,GELDING,"TRIPLE THREAT (FR)","AROUND ME (IRE)","Warren Greatrex",90,,,,,,,,,127,,
"ALL INN HAND (GB)",2020,FILLY,"PETHER'S MOON (IRE)","HANDMAID (GB)","Mickey Bowen",,,,,,,107,,,107,,
"ALL LOVED UP (IRE)",2015,FILLY,"WINGED LOVE (IRE)","ROWDY EXIT (IRE)","H. Brown",,,,,,,93,,,,,
"ALL MOONSHINE (GB)",2022,FILLY,"OASIS DREAM (GB)","ALLA LUNA (GB)","Andrew Balding",93,,,,,,,,,,,
"ALL NIGHT PARKING (IRE)",2018,GELDING,"SHOLOKHOV (IRE)","DAVINIA'S TIP (IRE)",,,,,,,,,,,86,,
"ALL ONE WORD (IRE)",2019,GELDING,"SHOLOKHOV (IRE)","UNA SORPRESA (GER)","Donald McCain",,,,,,,,,,98,,
"ALL THE GLORY (GB)",2017,FILLY,"FAME AND GLORY (GB)","GLORYBE (GER)","Jonjo & A.J. O'Neill",,,,,,,123,,,,,
"ALL TOO BEAUTIFUL (GB)",2022,FILLY,"BATED BREATH (GB)","REGATTA (FR)",,67,,,,,,,,,,,
"ALL WAYS GLAMOROUS (GB)",2021,GELDING,"CABLE BAY (IRE)","GO GLAMOROUS (IRE)","Christopher Mason",97,,,,,,,,,,,
"ALLA STELLA (GB)",2022,FILLY,"STUDY OF MAN (IRE)","ALLA SPERANZA (GB)","Sir Mark Prescott Bt",99,,,,,,,,,,,
"ALLABOUTTHELUNCH (GB)",2024,GELDING,"MOHAATHER (GB)","FAUGHILL (IRE)","Edward Smyth-Osbourne",41,-2,,,,,,,,,,
"ALLAIRE (GB)",2023,FILLY,"STUDY OF MAN (IRE)","ALL AT SEA (GB)","Andrew Balding",82,,,,,,,,,,,
"ALLBETSOFF (IRE)",2016,GELDING,"CARLOTAMIX (FR)","LONGER LASHES (IRE)","Kevin Hunter",,,,,,,,,,84,,
"ALLEGRESSE (GB)",2023,GELDING,"OASIS DREAM (GB)","A LEGACY (GB)","Marco Botti",87,,,,,,,,,,,
"ALLEGRINO (IRE)",2023,FILLY,"OASIS DREAM (GB)","ALLEGREZZA (GB)","Andrew Balding",70,,,,,,,,,,,
"ALLFOR (IRE)",2021,GELDING,"MAHLER (GB)","TIFFINY GALE (IRE)","Lucinda Russell & Michael Scudamore",,,,,,,,,,109,,
"ALLIBABA (GB)",2018,GELDING,"ALHEBAYEB (IRE)","CONTENANCE (IRE)","Adrian Keatley",,,,,,,,,,90,,
"ALLIGATOR ALLEY (GB)",2017,GELDING,"KINGMAN (GB)","OVERTURNED (GB)","Ruth Carr",88,,,,,,,,,,,
"ALLONSY (GB)",2021,FILLY,"STUDY OF MAN (IRE)","ALYSSA (GB)",,102,,,,,,,,,,,
"ALMA DE FUEGO (IRE)",2023,COLT,"PHOENIX OF SPAIN (IRE)","ALMARADA (FR)",,69,,,,,,,,,,,
"ALMA LATINA (GB)",2023,FILLY,"STUDY OF MAN (IRE)","ALOE VERA (GB)","Ralph Beckett",78,-3,,,,,,,,,,
"ALMAQAM (GB)",2021,COLT,"LOPE DE VEGA (IRE)","TALMADA (USA)","Ed Walker",122,,,,,,,,,,,
"ALMARADA PRINCE (IRE)",2021,GELDING,"PRINCE OF LIR (IRE)","ALMARADA (FR)","Paul Midgley",80,,,,,,,,,,,
"ALMATY STAR (IRE)",2020,GELDING,"KODIAC (GB)","SANTE (IRE)","Robert Cowell",78,,,,,,,,,,,
"ALMAVILLALOBAS (GB)",2020,FILLY,"MASTER CARPENTER (IRE)","NATION (USA)",,34,,,,,,,,,,,
"ALMEKAREM (IRE)",2022,GELDING,"KINGMAN (GB)","TARFASHA (IRE)","Sir Mark Prescott Bt",80,+2,,,,,,,,,,
"ALMERAQ (GB)",2022,COLT,"DARK ANGEL (IRE)","MANAAJIM (IRE)","William Haggas",119,,,,,,,,,,,
"ALMERIC (GB)",2022,COLT,"STUDY OF MAN (IRE)","ALVARITA (GB)","Andrew Balding",112,-1,collateral,,,,,,,,,
"ALMUHIT (IRE)",2019,GELDING,"SEA THE STARS (IRE)","EZIMA (IRE)","Faye Bramley",80,,,,,,,,,112,,
"ALNAYEF (IRE)",2021,GELDING,"SEA THE STARS (IRE)","EMOTION (FR)","Jim Goldie",63,,,,,,,,,,,
"ALNILAM (FR)",2019,GELDING,"SEA THE STARS (IRE)","AWARENESS (USA)","Olly Murphy",,,,,,,137,,,137,,
"ALOBAYYAH (GB)",2022,FILLY,"GHAIYYATH (IRE)","AQUATINTA (GER)","William Haggas",96,,,,,,,,,,,
"ALONDRA (GB)",2022,FILLY,"SERGEI PROKOFIEV (CAN)","WEISSE SOCKEN (IRE)","Scott Dixon",76,,,,,,,,,,,
"ALPACA'S BULLET (IRE)",2024,FILLY,"SOLDIER'S CALL (GB)","SHIM SHAM (IRE)","Adam Kirby",51,,,,,,,,,,,
"ALPARSLAN (IRE)",2023,GELDING,"DANDY MAN (IRE)","LACIREDESKI (GB)",,112,,,,,,,,,,,
"ALPE D'HUEZ (IRE)",2024,GELDING,"KODI BEAR (IRE)","SEA OF JOY (IRE)","Archie Watson",85,,,,,,,,,,,
"ALPHA CAPTURE (IRE)",2020,GELDING,"COTAI GLORY (GB)","YORK EXPRESS (GB)","Roger Fell",84,+2,,,,,,,,,,
"ALPHA CRUCIS (IRE)",2020,GELDING,"AUSTRALIA (GB)","NIGHT FAIRY (IRE)","Gary & Josh Moore",91,,,,,,,,,,,
"ALPHA LEGEND (IRE)",2024,GELDING,"DUBAWI LEGEND (IRE)","ALPHA LYRAE (IRE)","Marco Botti",56,,,,,,,,,,,
"ALPHA MAGIC (GB)",2022,GELDING,"ARDAD (IRE)","PIECE OF MAGIC (GB)","Michael & David Easterby",70,,,,,,,,,,,
"ALPINE CULTURE (GB)",2023,GELDING,"SHOWCASING (GB)","YODELLING (USA)",,73,,,,,,,,,,,
"ALPINE GIRL (IRE)",2020,FILLY,"ACCLAMATION (GB)","ALMOND BROOK (GB)","Julie Camacho",73,,,,,,,,,,,
"ALPINE OASIS (GB)",2021,FILLY,"OASIS DREAM (GB)","LANGLAUF (USA)",,68,,,,,,,,,,,
"ALPINE SIERRA (IRE)",2018,GELDING,"DISTORTED HUMOR (USA)","UNACCOMPANIED (IRE)","Jim Goldie",64,,,,,,,,,,,
"ALPINE STROLL (GB)",2018,GELDING,"NATHANIEL (IRE)","KAMMAAN (GB)","Tony Culhane & Stella Barclay",74,,,,,,,,,,,
"ALRAZEEN (IRE)",2021,GELDING,"GALILEO GOLD (GB)","JENLEN (USA)","Gay Kelleway",85,,,,,,,,,,,
"ALRIGHT DAI (IRE)",2018,GELDING,"NO RISK AT ALL (FR)","THE COOKIE JAR (IRE)","Neil Mulholland",,,,,,,105,,,,,
"ALSAKIB (GB)",2020,GELDING,"KINGMAN (GB)","AMERICA NOVA (FR)","Donald McCain",,,,,,,,,,120,,
"ALSHADHIAN (IRE)",2020,GELDING,"AWTAAD (IRE)","ALSHADHIA (IRE)","Oliver Greenall & Josh Guerriero",,,,,,,96,,,96,,
"ALSHERA (IRE)",2022,FILLY,"SEA THE STARS (IRE)","ADOOL (IRE)","John & Thady Gosden",92,,,,,,,,,,,
"ALSHIMALI (IRE)",2021,GELDING,"INVINCIBLE SPIRIT (IRE)","GHARBEYA (USA)","Tony Carroll",59,,,,,,,,,,,
"ALTA REGINA (IRE)",2024,FILLY,"SIOUX NATION (USA)","RED SAREE (IRE)","Hamad Al Jehani",95,,,,,,,,,,,
"ALTA RICA (GB)",2022,FILLY,"STUDY OF MAN (IRE)","ALTA MODA (GB)","Marcus Tregoning",61,,,,,,,,,,,
"ALTAREQ (GB)",2022,GELDING,"FRANKEL (GB)","ANEEN (IRE)","Jim Goldie",85,-2,,,,,,,,,,
"ALTERITY (GB)",2023,FILLY,"BOBBY'S KITTEN (USA)","ALTA MODA (GB)","Charlie Johnston",72,,,,,,,,,,,
"ALTHER WALDEN (HUN)",2022,GELDING,"STUDY OF MAN (IRE)","ALTERNANTHERA (GB)","George Scott",86,,,,,,,,,,,
"ALTO ALTO (FR)",2017,GELDING,"FALCO (USA)","BEAUTYFUL (IRE)",,,,,,,,98,,,,,
"ALVESTA (GB)",2021,FILLY,"STUDY OF MAN (IRE)","ALINSTANTE (GB)","James Moffatt",49,,,,,,,,,84,,
"ALVIN (IRE)",2023,GELDING,"KODI BEAR (IRE)","BOSTON BEAUTIES (IRE)","George Scott",87,,,,,,,,,,,
"ALWAYS A REASON (IRE)",2019,GELDING,"ELUSIVE PIMPERNEL (USA)","GAYE ANNIE (IRE)","Rebecca Menzies",,,,,,,106,,,,,
"ALWAYS A SAINT (IRE)",2023,GELDING,"ST MARK'S BASILICA (FR)","COME APRIL (GB)",,59,,,,,,,,,,,
"ALWAYS BLUE (GB)",2023,FILLY,"MASAR (IRE)","TAHNEED (IRE)","Harriet Bethell",70,,,,,,,,,,,
"ALWAYS BUSY (IRE)",2018,GELDING,"WESTERNER (GB)","DAVIDS JEWEL (IRE)","Christian Williams",,,,,,,100,,,,,
"ALWAYS FEARLESS (IRE)",2017,GELDING,"CAMACHO (GB)","ZENELLA (GB)",,55,,,,,,,,,,,
"ALWAYS HAPPY (IRE)",2023,FILLY,"SIYOUNI (FR)","SWEET MOLLY MALONE (USA)","Roger Varian",87,,,,,,,,,,,
"ALWAYS PERFECT (IRE)",2023,FILLY,"SIOUX NATION (USA)","CRIMSON SUNRISE (IRE)","Charlie Fellowes",69,+2,,,,,,,,,,
"ALY A'ALI (GB)",2023,FILLY,"A'ALI (IRE)","POLIGHT (GB)",,57,,,,,,,,,,,
"ALY LOUISE (GB)",2023,FILLY,"LOPE Y FERNANDEZ (IRE)","NUSHAFREEN (GB)",,44,,,,,,,,,,,
"ALYARA (GB)",2018,FILLY,"CABLE BAY (IRE)","NORWAY CROSS (GB)","Joe Ponting",44,,,,,,,,,,,
"AM I BOVVERED (GB)",2020,FILLY,"CLOUDINGS (IRE)","WINTER PERIL (IRE)","Sandy Forster",,,,,,,,,,71,,
"AMAKHALA (GB)",2023,GELDING,"MAYSON (GB)","MADELEINE BOND (GB)",,43,,,,,,,,,,,
"AMALFI BLUEBELL (GB)",2023,FILLY,"MASSAAT (IRE)","OCICAT (USA)","Barry Brennan",44,,,,,,,,,,,
"AMALFI SKYLINE (GB)",2019,GELDING,"TELESCOPE (IRE)","MARIA ANTONIA (IRE)",,,,,,,,,,,72,,
"AMALFINA (GB)",2022,FILLY,"NATHANIEL (IRE)","NIBBLING (IRE)","D. J. Jeffreys",,,,,,,,,,92,,
"AMALOU (GB)",2023,FILLY,"NATHANIEL (IRE)","JUBILANT LADY (USA)","Daniel & Claire Kubler",51,,,,,,,,,,,
"AMANCIO (GB)",2021,GELDING,"SIXTIES ICON (GB)","ESTRELLADA (GB)","Faye Bramley",79,,,,,,,,,117,,
"AMANTHA (IRE)",2024,FILLY,"MOHAATHER (GB)","RAWWANI (USA)","Brian Ellison",60,,,,,,,,,,,
"AMARACHI (IRE)",2022,FILLY,"U S NAVY FLAG (USA)","TOTSIYAH (IRE)","Joseph Parr",53,-1,,,,,,,,,,
"AMATCHMADEINHEAVEN (GB)",2021,GELDING,"SCHIAPARELLI (GER)","HEAVEN SCENT (GB)","Nigel & Willy Twiston-Davies",,,,,,,,,,108,,
"AMATEUR (IRE)",2013,GELDING,"GIANT'S CAUSEWAY (USA)","ADJA (IRE)","John & Rhys Flint",,,,,,,107,,,,,
"AMATHUS (IRE)",2017,GELDING,"ANJAAL (GB)","EFFIGE (IRE)","Patrick Chamings",54,,,48,,,,,,,,
"AMAYSMONT (GB)",2017,GELDING,"MAYSON (GB)","MONTJEN (IRE)","Kevin & Lauren Frost",48,,,55,,,,,,,,
"AMAZING ANITA (GB)",2023,FILLY,"SERGEI PROKOFIEV (CAN)","PENPAL (IRE)","Max Comley",54,,,,,,,,,,,
"AMAZING JOURNEY (IRE)",2023,GELDING,"STARSPANGLEDBANNER (AUS)","KISS ME DAILY (FR)","Jamie Osborne",95,,,,,,,,,,,
"AMAZON JUNGLE (IRE)",2023,GELDING,"BUNGLE INTHEJUNGLE (GB)","OHSOSECRET (GB)","John & Sean Quinn",42,,,,,,,,,,,
"AMAZONIAN DREAM (IRE)",2019,GELDING,"BUNGLE INTHEJUNGLE (GB)","GRANDMAS DREAM (GB)","Rod Millman",76,,,,,,,,,,,
"AMBASSADOR (IRE)",2017,GELDING,"INVINCIBLE SPIRIT (IRE)","NATURAL BLOOM (IRE)","Micky Hammond",,,,,,,,,,77,,
"AMBER HAMUR (IRE)",2023,FILLY,"SAXON WARRIOR (JPN)","YELLOWHAMMER (GB)","Edward Bethell",65,,,,,,,,,,,
"AMBER HONEY (GB)",2022,FILLY,"EXPERT EYE (GB)","STERLING SOUND (USA)","Pat Phelan",51,,,,,,,,,,,
"AMBER OCEAN (GB)",2024,FILLY,"MEHMAS (IRE)","ATLANTIC EDGE (IRE)","Dr Richard Newland",74,,,,,,,,,,,
"AMBIENTE AMIGO (GB)",2021,FILLY,"POSTPONED (IRE)","LABISE (IRE)",,101,,,,,,,,,,,
"AMBIENTE FRIENDLY (IRE)",2021,GELDING,"GLENEAGLES (IRE)","ROXITY (IRE)","James Owen",103,,,,,,,,,115,,
"AMBION VIEW (FR)",2019,GELDING,"BUCK'S BOUM (FR)","ABEONA DE CLERMONT (FR)","Joe Tizzard",,,,,,,,,,124,,
"AMBISHIO (IRE)",2023,GELDING,"KUROSHIO (AUS)","AMBIGUOUS (GB)","Michael Appleby",72,,,,,,,,,,,
"AMEILYA (GB)",2021,FILLY,"LAND FORCE (IRE)","NOBLE MANNERS (IRE)","Stuart Coltherd",68,,,,,,,,,,,
"AMELIA'S JOY (GB)",2022,FILLY,"EXPERT EYE (GB)","BYRONY (IRE)","Michael Herrington",67,,,,,,,,,,,
"AMELIA'S STAR (IRE)",2020,FILLY,"BERKSHIRE (IRE)","CORDIONE (IRE)","David Killahena & Graeme McPherson",,,,,,,,,,111,,
"AMERICA QUEEN (IRE)",2023,FILLY,"HAVANA GREY (GB)","MISSCOMPLACENT (GB)","Richard Hughes",104,,,,,,,,,,,
"AMERICAN AFFAIR (GB)",2020,GELDING,"WASHINGTON DC (IRE)","CLASSY ANNE (GB)","Jim Goldie",112,,,,,,,,,,,
"AMERICAN BAY (GB)",2021,GELDING,"NEW BAY (GB)","ALL I NEED (IRE)","Paul Midgley",72,-2,,,,,,,,,,
"AMERICAN EMPIRE (IRE)",2020,GELDING,"AUSTRALIA (GB)","RIVERS OF BABYLON (IRE)","Donald McCain",,,,,,,,,,94,,
"AMERICAN FLIGHT (IRE)",2023,FILLY,"STARSPANGLEDBANNER (AUS)","HUMA BIRD (GB)",,69,,,,,,,,,,,
"AMERICAN GAL (GB)",2022,FILLY,"KAMEKO (USA)","GRANNY FRANNY (USA)","Ralph Beckett",93,,,,,,,,,,,
"AMERICAN GULF (GB)",2023,GELDING,"ARDAD (IRE)","MAMMA MORTON (IRE)","Oliver Cole",92,,,,,,,,,,,
"AMERICAN LAND (IRE)",2018,GELDING,"MALINAS (GER)","GOLAN ANNIE (IRE)","Joe Tizzard",,,,,,,,,,117,,
"AMERICAN MIKE (IRE)",2017,GELDING,"MAHLER (GB)","AMERICAN JENNIE (IRE)","Olly Murphy",,,,,,,144,,,139,,
"AMERICAN PSYCHO (IRE)",2024,GELDING,"MEHMAS (IRE)","USEM (GB)","Archie Watson",74,,,,,,,,,,,
"AMERICAN ROSE (GB)",2020,FILLY,"WASHINGTON DC (IRE)","MORTITIA (GB)","James Evans",48,,,,,,,,,,,
"AMERICAN SNIPER (IRE)",2018,GELDING,"MALINAS (GER)","MOUNTAIN LEAP (IRE)","David Pipe",,,,,,,,,,123,,
"AMERICAN STATE (IRE)",2022,GELDING,"ARIZONA (IRE)","WHAT ENDURES (IRE)","Ivan Furtado",70,,,,,,,,,,,
"AMERICAN STYLE (GB)",2022,GELDING,"WASHINGTON DC (IRE)","DANCE ON THE DAY (IRE)","Kevin Ryan",87,,,,,,,,,,,
"AMERICAN TRIO (IRE)",2021,GELDING,"COURT CAVE (IRE)","AUNTY MATTI (IRE)",,,,,,,,,,,109,,
"AMERJEET (GB)",2022,GELDING,"BLUE POINT (IRE)","GUMRA (IRE)",,47,,,,,,,,,,,
"AMETHYST STAR (GB)",2024,FILLY,"WITHOUT PAROLE (GB)","ARADENA (IRE)","Eve Johnson Houghton",66,,,,,,,,,,,
"AMI BONDHU (FR)",2019,GELDING,"CHOEUR DU NORD (FR)","ROGATION (FR)","Nick Gifford",,,,,,,,,,90,,
"AMICA (IRE)",2022,FILLY,"DARK ANGEL (IRE)","KILTARA (IRE)",,61,,,,,,,,,,,
"AMIDNIGHTSTAR (GB)",2017,FILLY,"MIDNIGHT LEGEND (GB)","WISE LITTLE GIRL (GB)","Tom Britten",,,,,,,94,,,,,
"AMIDST THE CHAOS (IRE)",2022,GELDING,"GHAIYYATH (IRE)","SCHOOL RUN (IRE)","Nigel Tinkler",74,,,,,,,,,,,
"AMILOC (GB)",2022,GELDING,"POSTPONED (IRE)","COLIMA (IRE)","Ralph Beckett",115,,,,,,,,,,,
"AMINATY (GB)",2024,FILLY,"MOHAATHER (GB)","WOHILEH (GB)","Andrew Balding",55,,,,,,,,,,,
"AMIR LEHBAB (FR)",2024,COLT,"NO NAY NEVER (USA)","MATORIO (FR)","Andrew Balding",83,,,,,,,,,,,
"AMMA LORD (IRE)",2016,GELDING,"ARCADIO (GER)","EMMA JANE (IRE)","Miss Lucy Brown",,,,,,,81,,,,,
"AMMES (IRE)",2022,GELDING,"NO NAY NEVER (USA)","CRYSTAL DIAMOND (GB)","James Owen",88,,,,,,,,,124,,
"AMMOONY (FR)",2023,FILLY,"ZARAK (FR)","LES VERTUS (FR)","Tom Clover",79,,,,,,,,,,,
"AMORA QUEEN (GER)",2023,FILLY,"WALDGEIST (GB)","AMONA (IRE)",,85,,,,,,,,,,,
"AMORIM (GB)",2023,GELDING,"HAVANA GREY (GB)","STELLARTA (GB)","George Boughey",83,,,,,,,,,,,
"AMPLE WARNING (FR)",2020,FILLY,"NIGHT WISH (GER)","RALIANKA (FR)","Alastair Ralph",,,,,,,,,,92,,
"AMRUM (GB)",2023,GELDING,"FRANKEL (GB)","BIRD FLOWN (GB)","Ollie Sangster",64,new,,,,,,,,,,
"AMUSED (IRE)",2022,GELDING,"NO NAY NEVER (USA)","HAPPY FACE (IRE)","Jim Boyle",70,,,,,,,,,,,
"AN BRADAN FEASA (IRE)",2020,GELDING,"CAMELOT (GB)","GRIANAN AILIGH (IRE)","Jack Jones",74,+1,,,,,,,,115,,
"AN BUACHAILL RUA (IRE)",2020,GELDING,"GETAWAY (GER)","OUT OF AFRICA (IRE)","Sheila Lewis",,,,,,,,,,93,,
